title,Poster,year,rating,genres,director,actors,plot,age rating
Spanish Movie,https://m.media-amazon.com/images/M/MV5BOGQ2NDM2ZTYtOWM3MS00NTBhLWI4YjktNjc0ZWRlYjhiNjY1XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,2009,4.2,Comedy,Javier Ruiz Caldera,"Alexandra Jiménez, Sílvia Abril, Carlos Areces",A spoof of contemporary Spanish movies.,N/A
Horrible Histories: The Movie - Rotten Romans,https://m.media-amazon.com/images/M/MV5BZTg2NzJiZTQtOTI5Mi00MjA4LWJmNWQtMjc5ZjZhYjRkMGRhXkEyXkFqcGdeQXVyNjM1MDIzMTc@._V1_SX300.jpg,2019,5.3,"Comedy, Family, History",Dominic Brigstocke,"Sebastian Croft, Emilia Jones, Nick Frost","Atti, a smart and quick-witted Roman teenager, manages to upset Emperor Nero with one of his schemes. For punishment, Atti is sent to work in a cold and wet Britain where he also meets the Celts.",N/A
Killer Movie,https://m.media-amazon.com/images/M/MV5BMzAxOTg0NTg5Ml5BMl5BanBnXkFtZTcwMTE3MTAyMg@@._V1_SX300.jpg,2008,4.4,"Comedy, Horror, Mystery",Jeff Fisher,"Paul Wesley, Kaley Cuoco, Gloria Votsis",A reality TV director copes with a spoiled celebutante and a show gone haywire when a masked killer starts bumping off the crew in this slasher-movie satire.,R
Bleach the Movie: Hell Verse,https://m.media-amazon.com/images/M/MV5BZWI1MTkxMmQtNjgyZC00YjhhLTlhZGQtYzcwODg5MDkzMjYzXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_SX300.jpg,2010,7.3,"Animation, Action, Adventure",Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Kazuya Nakai","When Ichigo's sister Yuzu is kidnapped by sinners &amp; he is asked to do something for them in order to get his sister released. Ichigo must find a way to take his sister back from hell with the help of Rukia, Renji &amp; Uryu.",TV-14
Rudolph the Red-Nosed Reindeer: The Movie,https://m.media-amazon.com/images/M/MV5BZjQyMmQ0OTQtZTBjZC00OTNjLWFiNGEtOTQxNWIyOGVhMGVlXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,1998,5.8,"Animation, Adventure, Family",William R. Kowalchuk Jr.,"John Goodman, Bob Newhart, Debbie Reynolds",It's up to Santa's most famous reindeer to save the day when an evil queen conjures up a storm on Christmas.,G
Horrid Henry: The Movie,https://m.media-amazon.com/images/M/MV5BYjM4MjNmNGMtZGQzYi00OWJmLWJlYmEtOTY2ZDdkNTJlOGY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2011,3.6,"Adventure, Comedy, Family",Nick Moore,"Theo Stevenson, Richard E. Grant, Parminder Nagra","Horrid Henry finds himself doing things he never ever thought he'd do, and then some.",PG
Gintama the Movie: The Final Chapter - Be Forever Yorozuya,https://m.media-amazon.com/images/M/MV5BZDhmMTNkZjYtMjFhZi00OWY1LWEwMDAtNGYxMDk5ZjIxMjkyXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_SX300.jpg,2013,8.3,"Animation, Action, Comedy",Yôichi Fujita,"Tomokazu Sugita, Daisuke Sakaguchi, Rie Kugimiya",Gintoki travels into the future and discovers it to be a wasteland with his friends fallen apart. He reunites them to find out what went wrong and how to fix things.,N/A
Pokémon the Movie: The Power of Us,https://m.media-amazon.com/images/M/MV5BY2ViM2I4OTktNDRmOS00NmZlLThjYWQtZTBhY2JlNTU3YzdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2018,6.2,"Animation, Action, Adventure","Tetsuo Yajima, Lisa Ortiz","Sarah Natochenny, Haven Burton Paschall, Eddy Lee","Ash meets five residents who come together to save the day when a series of threats endanger the annual Wind Festival and the entire population of their home, Fula City",Not Rated
Monster High: The Movie,https://m.media-amazon.com/images/M/MV5BNTQyOTBhOTctZjk4MC00MGM3LTg0YTAtNDlhYjYyYWYxMGJiXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_SX300.jpg,2022,5.1,"Action, Adventure, Fantasy",Todd Holland,"Miia Harris, Ceci Balagot, Nayah Damasen","Follows a half human and half werewolf, as she finally finds a place where she fits, but, when a devious plan to destroy Monster High threatens to reveal her identity, she must learn to embrace her true monster heart and save the ...",TV-PG
Khichdi: The Movie,https://m.media-amazon.com/images/M/MV5BNTA1NzMxZjUtNjc1OC00NWMzLWExOWYtN2MyYzBjZDMxMjM4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,2010,7.3,"Comedy, Family",Aatish Kapadia,"Anang Desai, Supriya Pathak, Rajeev Mehta","In order to immortalize his love, a groom decides to create conflict between his and his to-be bride's families.",Not Rated
My Little Pony: The Movie,https://m.media-amazon.com/images/M/MV5BOWM1MTc1MGQtMmU0OC00YjAxLWJiODMtNWVkYjVkYzQ2NjY4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,1986,5.9,"Animation, Adventure, Family","Mike Joens, Gerry Chiniquy, Ray Lee","Danny DeVito, Madeline Kahn, Cloris Leachman","Ponyland comes under attack from the Smooze, a massive purple ooze created by an evil witch who plans to destroy the ponies' annual spring festival.",G
Samurai Jack: The Premiere Movie,https://m.media-amazon.com/images/M/MV5BOWUzMzA3M2MtNjc0ZS00Y2EyLTgxZDEtMzhkZjY2NzhmZjhjXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg,2001,8.6,"Animation, Action, Adventure","Genndy Tartakovsky, Robert Alvarez, Randy Myers","Jeff Bennett, Grey Griffin, Phil LaMarr","In ancient Japan, a samurai warrior embarks on a mission to defeat the evil wizard Aku. Before completing his task, he is jettisoned thousands of years into the future. Suddenly, he discovers he is in a world where Aku now enjoys ...",TV-Y7
Sailor Moon R: The Movie: The Promise of the Rose,https://m.media-amazon.com/images/M/MV5BZmU5YzE5MGUtODdmNS00OGNlLTllZDEtMTQwOGRiZGRhZjNkXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,1993,7.7,"Animation, Action, Comedy",Kunihiko Ikuhara,"Kotono Mitsuishi, Tôru Furuya, Michie Tomizawa","Fiore, an old friend from Mamoru's lonely childhood who couldn't survive on Earth, returns with flowers he promised Mamoru. But, the evil flower Kisenian overpowered Fiore's weak mind and manipulated him into spreading Kisenian's ...",TV-14
The Best Movie,https://m.media-amazon.com/images/M/MV5BYTQ2ODc5OWEtMWQ2Yi00ZjIyLThjNDgtNWM1ZGI0MTU5YWFiXkEyXkFqcGdeQXVyNjc2MjYzMTY@._V1_SX300.jpg,2008,3.0,Comedy,Kirill Kuzin,"Garik Kharlamov, Mikhail Galustyan, Armen Dzhigarkhanyan","Vadik Volnov dies on his own wedding of cannabis overdose and has to prove to God that he is worthy to enter Heaven. During his conversation with God's secretary, Vadik recalls numerous memorable moments of his earthly existence.",N/A
Inuyasha the Movie: Affections Touching Across Time,https://m.media-amazon.com/images/M/MV5BMTQ1MTI3MzA0Ml5BMl5BanBnXkFtZTcwOTY3MTcyMQ@@._V1_SX300.jpg,2001,7.2,"Animation, Action, Adventure",Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani",Menomaru(a moth monster) was brought to life by a Shikon Shard. Inuyasha's father has defeated the monster's father 500 years ago. Inuyasha will need Kagome's feelings to win.,Not Rated
The Underground Comedy Movie,https://m.media-amazon.com/images/M/MV5BZmMyZTFhZTQtNzEyMS00MjIxLTg0YTAtYTQ1YTY3MjJmYmYxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,1999,1.9,Comedy,Vince Offer,"Barbara Snellenburg, Rebekah Chaney, Gloria Sperling",A series of comedic short films guaranteed to offend.,R
BoBoiBoy: The Movie,https://m.media-amazon.com/images/M/MV5BMmNkOGM3MDYtZTM4MS00ZDhlLWEwYjctYjZjMWE4MTkxMzY1XkEyXkFqcGdeQXVyNjU3NjY0NzY@._V1_SX300.jpg,2016,6.6,"Animation, Action, Comedy",Nizam Razak,"Nur Sarah Alisya, Anas Abdul Aziz, Kevin Adrian Barnaby",A group of alien treasure hunters named The Tengkotak has arrived on earth and kidnapped Ochobot in order to use him to locate an ancient and powerful Power Sphere hiding on earth. BoBoiBoy and his super friends must now race agai...,TV-G
Bring the Soul: The Movie,https://m.media-amazon.com/images/M/MV5BYTQ0ZmJkMzYtNWRlNC00ZmM2LThkNDYtOTEwNzhjZmViY2FhXkEyXkFqcGdeQXVyODY5MDA4MjU@._V1_SX300.jpg,2019,8.3,"Documentary, Music",Jun-Soo Park,"RM, Jin, j-hope",Korean pop group BTS set out on a world tour.,Not Rated
Gintama Live Action the Movie,https://m.media-amazon.com/images/M/MV5BMzkxNGZjMDQtYTEzNi00OTdkLWJkMTYtZmIwYjQ2NWFiY2M1XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,2017,6.1,"Action, Adventure, Comedy",Yûichi Fukuda,"Kanna Hashimoto, Masami Nagasawa, Masaki Suda","In an era where aliens have invaded and conquered feudal Tokyo, a young samurai seeks work as he can.",N/A
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,https://m.media-amazon.com/images/M/MV5BNTc1NzEwOTU0MV5BMl5BanBnXkFtZTgwNTMxMzY5MDE@._V1_SX300.jpg,2013,7.3,"Animation, Adventure, Drama",Tatsuyuki Nagai,"Saori Hayami, Yumi Irino, Ai Kayano",A group of friends were separated when one of them died in an accident. Later on she comes back as a ghost trying to get into heaven but to do that her friends must grant her a wish.,M
The Carmilla Movie,https://m.media-amazon.com/images/M/MV5BMmMyYjRiYzMtOTU0MS00MjEyLTg1MDctMTI4OGRiMDM2Nzg1XkEyXkFqcGdeQXVyMjE0MTAxNTk@._V1_SX300.jpg,2017,6.2,"Comedy, Horror, Romance",Spencer Maybee,"Elise Bauman, Natasha Negovanlis, Annie Briggs","5 years after they vanquished the apocalypse and Carmilla became human, Laura is a journalist. Then Carmilla begins to show signs of ""re-vamping"" while Laura has started having bizarre dreams. Sounds like a new supernatural threat.",R
The Loud House Movie,https://m.media-amazon.com/images/M/MV5BOTg4MTlhMDItNDM1YS00YTM4LWExMmItYTlkMWZhZGRkYWNmXkEyXkFqcGdeQXVyMTM0MTUyMjk1._V1_SX300.jpg,2021,6.1,"Animation, Adventure, Comedy",Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey.",TV-Y7
The Last Movie,https://m.media-amazon.com/images/M/MV5BMDNkOTE1ZDItYmM2Yy00NTQ2LTgzY2UtZDE2NTY0MDk0M2JhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,1971,6.1,Drama,Dennis Hopper,"Julie Adams, Daniel Ades, Richmond L. Aguilar","After a film production wraps in Peru, an American wrangler decides to stay behind to witness the ways that filmmaking affects the locals.",R
The Dunkirk Spirit: Behind the Making of the Movie,https://m.media-amazon.com/images/M/MV5BZDAyNGViM2YtY2JjMy00NmNmLWFkZjItMmI2NDVhOGExYmM5XkEyXkFqcGdeQXVyNjExMjE5OTM@._V1_SX300.jpg,2018,7.7,"Documentary, Short",N/A,"Tom Hardy, Harry Styles, Fionn Whitehead","Nominated for eight Academy Awards including Best Picture and Best Director, Dunkirk is Christopher Nolan's sweeping, emotional epic. Dunkirk opens as hundreds of thousands of British and Allied troops are surrounded by enemy forc...",N/A
Gundam Wing: The Movie - Endless Waltz,https://m.media-amazon.com/images/M/MV5BOTRkOTRiYTQtNGRlNC00YTU4LTk5ZjQtYmUzYzgxYTFhMjRmXkEyXkFqcGdeQXVyMTA5NzUzODM4._V1_SX300.jpg,1998,7.7,"Animation, Action, Drama",Yasunao Aoki,"Mark Hildreth, Scott McNeil, Kirby Morrow","After Colony 196, Treize Kushrenada is dead and the 5 young soldiers known as the Gundam pilots have brought peace between Earth and the Colonies through Operation me. Now they move on with their lives and their Gundams are being ...",N/A
Corner Gas: The Movie,https://m.media-amazon.com/images/M/MV5BZWU0OTU5ZDEtY2VkMy00MGExLTlhZDgtZjA5ZDRlYTZlZTkxXkEyXkFqcGdeQXVyMTI2NjkxMTY@._V1_SX300.jpg,2014,6.9,Comedy,David Storey,"Brent Butt, Gabrielle Miller, Fred Ewanuick",As the town of Dog River goes bankrupt the residents of the town must pack up and move out. However our favourite citizens make one last-ditch effort to save Dog River.,PG
"The Looney, Looney, Looney Bugs Bunny Movie",https://m.media-amazon.com/images/M/MV5BYWY1ZjNiMjUtNDllOS00NDVjLWI5NmItODdlNDBkNGE3MzIzXkEyXkFqcGdeQXVyODUyMjAzMDc@._V1_SX300.jpg,1981,7.1,"Animation, Comedy, Crime",Friz Freleng,"Mel Blanc, Stan Freberg, June Foray",Bugs Bunny hosts an award show featuring several classic Looney Toon shorts.,G
"Basic Sanitation, the Movie",https://m.media-amazon.com/images/M/MV5BZGMzYjE4MzEtNTUzOC00OGQyLWI5YTUtYzc1ODU3M2NhOTQ2XkEyXkFqcGdeQXVyNDc2MTA2NDg@._V1_SX300.jpg,2007,7.3,Comedy,Jorge Furtado,"Fernanda Torres, Wagner Moura, Camila Pitanga",A small community of descendants of Italian immigrants in the interior of the state of Rio Grande do Sul resorts to making a video to try to solve the problems of basic sanitation that plague their village.,N/A
Masameer: The Movie,https://m.media-amazon.com/images/M/MV5BNjI2ZjQzYWMtMGU5Ni00ZjAyLThiODUtYWY5NTM5ZTIxZGQ4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2020,5.9,Animation,Malik Nejer,"Shahad Alahmari, Yousef Aldakheel, Lama Alfard",A child with a knack for AI decided to change the world by creating crime-fighting heroes out of her unlikely friends.,N/A
Care Bears Movie II: A New Generation,https://m.media-amazon.com/images/M/MV5BOGEzMWNiY2YtZTE0Ni00OGVlLWIzMGQtYWZkNzAyYTI4ZmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1986,5.4,"Animation, Adventure, Comedy",Dale Schott,"Maxine Miller, Pam Hyatt, Hadley Kay","The Care Bears try to help a young girl at summer camp who, in an effort to revamp her dorky social status to agility and skill, enters into a sinister bargain with a shape-shifting demon posing as a young boy.",G
Blue Exorcist: The Movie,https://m.media-amazon.com/images/M/MV5BMjA5OTgwNDU4MV5BMl5BanBnXkFtZTcwMDcwMTI4OQ@@._V1_SX300.jpg,2012,7.1,"Animation, Adventure, Family",Atsushi Takahashi,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa","Rin and his friends, along with the rest of True Cross Academy Town, are in the midst of preparing for a festival that is celebrated only once every 11 years. While the barriers protecting the city from demon intrusions are being ...",N/A
Pokémon the Movie: Secrets of the Jungle,https://m.media-amazon.com/images/M/MV5BMTRmOGE4ZTgtODc5YS00YTdmLWJjZDUtNWExODA5NTgyNGY3XkEyXkFqcGdeQXVyNzYzNjg0NDk@._V1_SX300.jpg,2020,6.4,"Animation, Action, Adventure","Tetsuo Yajima, Lisa Ortiz","Sarah Natochenny, Kimlinh Tran, Edward Bosco","The story of Koko, a young boy raised by Pokémon, and the creation of a new bond between humans and Pokémon.",TV-Y7
Steal This Movie,https://m.media-amazon.com/images/M/MV5BNjg1MDhjZGQtYWIxYS00ZjQwLWIyOWQtOTg4ZmU5ZDRmZGQ2XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,2000,6.4,"Biography, Drama, Romance",Robert Greenwald,"Vincent D'Onofrio, Janeane Garofalo, Jeanne Tripplehorn","After years of hiding, the notorious American leftist radical, Abbie Hoffman, discusses his life, his cause and the opposition he endured.",R
We Bare Bears: The Movie,https://m.media-amazon.com/images/M/MV5BOWE0MGRmYmEtMGJmOC00OGE3LTlmZGYtNjk4MzZmNmEzZmI0XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,2020,6.7,"Animation, Adventure, Comedy",Daniel Chong,"Eric Edelstein, Bobby Moynihan, Demetri Martin","Grizz, Panda, and Ice Bear embark on an adventure to Canada after an agent from the Department of National Wildlife Control tries to put an end to their hi-jinx.",TV-Y7
InuYasha the Movie 3: Swords of an Honorable Ruler,https://m.media-amazon.com/images/M/MV5BMzI3Mzk1Mjg5OV5BMl5BanBnXkFtZTcwNzMzNjAzMQ@@._V1_SX300.jpg,2003,7.6,"Animation, Action, Adventure",Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani","The legendary sword, So'unga, which belonged to the Great Dog Demon, has been unleashed. It seeks to cover the Earth in an eternal Hell and end all life on it. Inuyasha must join forces with his hateful brother, Sesshoumaru, and p...",Not Rated
The Harry Hill Movie,https://m.media-amazon.com/images/M/MV5BZTA1NzlmMzEtZDZjYi00ZDAwLTgxYzgtNTNiOTIzZDRlNzUxXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_SX300.jpg,2013,3.9,"Adventure, Comedy, Family",Steve Bendelack,"Harry Hill, Julie Walters, Johnny Vegas","When he thinks his hamster Abu (Johnny Vegas) has just a week to live, Harry Hill (Harry Hill) and his Nan (Dame Julie Walters) take the hamster to Blackpool. However, Harry's twin Otto (Matt Lucas) wants to kidnap Abu, and sends ...",N/A
InuYasha the Movie 2: The Castle Beyond the Looking Glass,https://m.media-amazon.com/images/M/MV5BMmI4MzdlMzgtMGRjNC00OTZkLTkzNTAtNjUxY2ZiNWRiNTgyXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,2002,7.3,"Action, Animation, Comedy",Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani","After seemingly defeating their common enemy, Naraku, What appears to be the near-end of their journey instead leads Inuyasha and the rest facing against a new threat of an mysterious demon princess named Kaguya.",Not Rated
Jay and Silent Bob's Super Groovy Cartoon Movie,https://m.media-amazon.com/images/M/MV5BMTQ3NDczMjc1NF5BMl5BanBnXkFtZTgwMzg5MTQ3MTE@._V1_SX300.jpg,2013,4.8,"Animation, Comedy",Steve Stark,"Marc Bernardin, Ming Chen, Matt Cohen","Jay and Silent Bob hit the lottery jackpot, and use their cash windfall to become crime-fighting superheroes.",TV-14
Maya the Bee Movie,https://m.media-amazon.com/images/M/MV5BMjE3NTYyMjQwMV5BMl5BanBnXkFtZTgwNzk5MjQxMzE@._V1_SX300.jpg,2014,5.9,"Animation, Adventure, Comedy",Alexs Stadermann,"Richard Roxburgh, Jacki Weaver, Noah Taylor",Maya is a little bee with a big heart! Join her on an epic adventure.,G
Gintama: The Movie,https://m.media-amazon.com/images/M/MV5BYTFmMGU2OTctY2E4ZC00M2JiLWFkOGMtZDU3NDhmNTFmZjkyXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_SX300.jpg,2010,7.7,"Animation, Action, Comedy",Shinji Takamatsu,"Tomokazu Sugita, Daisuke Sakaguchi, Rie Kugimiya","The silver-haired samurai Sakata Gintoki investigates the disappearance of a legendary sword named Benizakura while his partners Kagura and Shimura Shinpachi try to find out what has happened to Gintoki's friend, Kotaro Katsura.",TV-14
Sailor Moon S: The Movie - Hearts in Ice,https://m.media-amazon.com/images/M/MV5BZDI2YWRhNTUtNDg4Ni00ZmI5LTkzNWMtMmY5ZGM0ZDE0OWY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,1994,7.7,"Animation, Action, Comedy",Hiroki Shibata,"Kotono Mitsuishi, Aya Hisakawa, Michie Tomizawa","An unusual snow storm hits the town and the Sailor Scouts discover that an evil snow queen Kaguya, wants to freeze the entire earth. It's up to the Inner Sailor Scouts along with the Outers, to defeat the Queen. Meanwhile, Luna fa...",TV-14
Big Time Movie,https://m.media-amazon.com/images/M/MV5BMjIzNTUzMDE3OF5BMl5BanBnXkFtZTcwNzYzMjgzOQ@@._V1_SX300.jpg,2012,6.2,"Comedy, Family, Music",Savage Steve Holland,"Kendall Schmidt, James Maslow, Carlos PenaVega","The boys from Big Time Rush travel to London for their first international tour and accidentally get involved in a dangerous device capable of destroying the world. Features covers of Beatles' songs, as well as original tunes.",G
K-On! The Movie,https://m.media-amazon.com/images/M/MV5BZDM5YzJiMzAtNTIwZS00YjIzLTg3MGYtYmNlZmVjNjMxMmI3XkEyXkFqcGdeQXVyMTA0OTc2NzQ@._V1_SX300.jpg,2011,7.6,"Animation, Adventure, Comedy",Naoko Yamada,"Aki Toyosaki, Yôko Hikasa, Satomi Satô","In this continuation of the K-On anime, the girls from the band ""After School Tea Time"" go on a trip to London.",TV-14
2gether: The Movie,https://m.media-amazon.com/images/M/MV5BNzg1ZmIxMzQtY2RkYy00YzA3LTlmMzgtMTllMmVkMTZmNGY2XkEyXkFqcGdeQXVyNTkzNjEwMjI@._V1_SX300.jpg,2021,6.6,"Comedy, Musical, Romance","Noppharnach Chaiwimol, Kanittha Kwanyu, Weerachit Thongjila","Vachirawit Chivaaree, Metawin Opas-Iamkajorn, Sattabut Laedeke",Tine wants to get rid of a gay admirer so he finds a fake boyfriend: Sarawat. The two become close and intense emotions soon erupt. As Tine and Sarawat enter the second year of their relationship.,N/A
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,https://m.media-amazon.com/images/M/MV5BY2M4YWY2OGYtNjk3ZS00MmVhLTkyNTAtYWIyN2FiMWRhZTMyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1982,7.0,"Animation, Adventure, Comedy","Friz Freleng, Chuck Jones, Robert McKimson","Mel Blanc, Arthur Q. Bryan, Shepard Menken","Rival book salesmen Bugs Bunny and Daffy Duck are forced by Sultan Yosemite Sam to read fairy tales to his spoiled, selfish son, Prince Abba-Dabba.",G
B-Movie: Lust & Sound in West-Berlin 1979-1989,https://m.media-amazon.com/images/M/MV5BMTQ4ODIxMzk3Nl5BMl5BanBnXkFtZTgwNTMyNzg4NjE@._V1_SX300.jpg,2015,7.8,"Documentary, Music","Jörg A. Hoppe, Heiko Lange, Klaus Maeck","Andi, Bela B., Blixa Bargeld","Music, art and chaos in the wild West-Berlin of the 1980s. The walled-in city became the creative melting pot for sub- and pop-culture. Before the iron curtain fell, everything and anything seemed possible. B-MOVIE is a fast-paced...",N/A
Break the Silence: The Movie,https://m.media-amazon.com/images/M/MV5BMzk3NDQ2NGUtOWY5Zi00MmVmLTg1MTAtNzhmMjhkOTc3YjU2XkEyXkFqcGdeQXVyMTIyNjk5MTE3._V1_SX300.jpg,2020,8.2,"Documentary, Music",Jun-Soo Park,"BTS, j-hope, Jimin",K-pop sensation BTS embark on their 2019 'Love Yourself: Speak Yourself' Tour.,TV-14
Daffy Duck's Movie: Fantastic Island,https://m.media-amazon.com/images/M/MV5BZTJhNDJlYzQtODBiMC00YTQzLTg3MTMtYWFhNjk4YWZmM2YzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,1983,6.9,"Family, Animation, Comedy","Friz Freleng, Chuck Jones, Robert McKimson","Mel Blanc, June Foray, Les Tremayne","On a desert island, Daffy Duck and Speedy Gonzales find a magic well that grants any wish and they get much more than they bargained for.",G
A Cop Movie,https://m.media-amazon.com/images/M/MV5BZWM5OGI0Y2UtYzM4OS00M2ZmLTk0M2YtN2U2YTdkMDViZTk3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,2021,7.0,"Documentary, Action, Crime",Alonso Ruizpalacios,"Leonardo Alonso, Raúl Briones, Mónica Del Carmen",Two professional actors undergo an immersive process to find out what it takes to be a cop in Mexico City.,R
The Bad Guys: The Movie,https://m.media-amazon.com/images/M/MV5BM2ExYjA0ZWUtZjliYi00NDA4LTgwYTctZDI4M2I1ZDQ0YjYzXkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_SX300.jpg,2019,6.2,"Action, Crime, Thriller",Yong-ho Son,"Ma Dong-seok, Sang-Jung Kim, Kim Ah-jung",A bus transporting the inmates is flipped resulting in the felons escaping. In order to round up and once again incarcerate the criminals the cops form a special task force that needs to work in haste. The chief detective forms a ...,Not Rated
Christmas Carol: The Movie,https://m.media-amazon.com/images/M/MV5BMTgzMDMyNDA0Nl5BMl5BanBnXkFtZTcwMzY0NjEzNA@@._V1_SX300.jpg,2001,5.3,"Animation, Family, Fantasy",Jimmy T. Murakami,"Simon Callow, Kate Winslet, Nicolas Cage",Old bitter miser Ebenezer Scrooge (Simon Callow) who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,PG
Pokémon the Movie: Hoopa and the Clash of Ages,https://m.media-amazon.com/images/M/MV5BOTc4MzA2OTg1OF5BMl5BanBnXkFtZTgwNzcyNDAwODE@._V1_SX300.jpg,2015,5.9,"Animation, Action, Adventure",Kunihiko Yuyama,"Rica Matsumoto, Ikue Ôtani, Mayuki Makiguchi","Ash, Pikachu, and their friends meet the mythical Pokémon Hoopa. The little Pokémon likes to use his talent to play harmless tricks on people. When its true power is released, it loses control and becomes the terrifying Hoopa Unbo...",TV-Y7
The Parking Lot Movie,https://m.media-amazon.com/images/M/MV5BMTI5NDE4ODY5NF5BMl5BanBnXkFtZTcwMTg4Mzk5Mw@@._V1_SX300.jpg,2010,7.0,Documentary,Meghan Eckman,"Patrick Baran, John Beers, Chris Farina","Hailed as the ""most feel-good film"" of the South by Southwest Film Festival 2010, The Parking Lot Movie follows a select group of artistic and overeducated parking lot attendants as they wage war against the people who park in the...",PG
The Proud Family Movie,https://m.media-amazon.com/images/M/MV5BMGMxNTFlZjQtYTcxMC00OTkxLTlhM2ItYzJjOTk0OWJmMmE1XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,2005,5.3,"Animation, Adventure, Comedy",Bruce W. Smith,"Tommy Davidson, Kyla Pratt, Paula Jai Parker","Penny and her family are lured on an all expenses paid vacation where a mad scientist captures them, refusing to let them go because Oscar won't reveal his one of his secret Proud Snacks formulas.",TV-G
Shatagni - The Movie,https://m.media-amazon.com/images/M/MV5BMTIxMzQwOWYtOTAxNC00OGE3LTkzOWYtMzJhNzEyNWM4NGE1XkEyXkFqcGdeQXVyMTI2MzEwMDQx._V1_SX300.jpg,2021,N/A,"Action, Crime, Thriller",Lv Siva,"Abhiram Dasari, Abhiram Reddy Dasari, Swathi Mandal",The story of the film was based on the real incidents that are happening on social media in recent times. Story revolves around the victims of a gang who morphs pictures of young girls on social media and earns money out of it.,N/A
The Movie of My Life,https://m.media-amazon.com/images/M/MV5BMDk3YzRiZjgtNThlMi00N2JiLTllZTItMTc3NTU3MWEyYjM4XkEyXkFqcGdeQXVyMjMzMTYyNzE@._V1_SX300.jpg,2017,7.2,Drama,Selton Mello,"Vincent Cassel, Selton Mello, Johnny Massaro","Young Tony decides to return to his hometown. There, he discovers his father has returned to France claiming to miss his friends and country of origin. Tony ends up becoming a teacher, and finds himself amid conflicts and inexperi...",N/A
Homicide: The Movie,https://m.media-amazon.com/images/M/MV5BMTczMDU1MDU3M15BMl5BanBnXkFtZTcwMDg4MjAyMQ@@._V1_SX300.jpg,2000,7.7,"Crime, Drama",Jean de Segonzac,"Daniel Baldwin, Ned Beatty, Richard Belzer","Al Giardello is shot and the detectives of the Baltimore Homicide Unit return to work to solve the case, including Howard, Munch, Bayliss, Meldrick, Bolander and Kellerman.",PG-13
Inuyasha the Movie 4: Fire on the Mystic Island,https://m.media-amazon.com/images/M/MV5BMTIwOTEwODQ2Nl5BMl5BanBnXkFtZTcwMTkzODQzMQ@@._V1_SX300.jpg,2004,7.2,"Animation, Action, Adventure",Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani","50 years ago, Inuyasha was marked with a blood scar on his back, and as of yet, he hasn't gotten revenge. He encounters children with the same scar desperate to find a way to escape. Inuyasha and his friends is taken to an island ...",Not Rated
